fold,val_start,val_end,wape,mae,rmse,bias,rows
holiday_may2025,2025-04-27,2025-05-03,0.10874625872963087,11.678571428571429,15.826627652697931,-0.7142857142857143,112
recent_w1,2026-04-20,2026-04-26,0.08189790165988099,9.339285714285714,11.87283814908153,2.9285714285714284,112
recent_w2,2026-04-13,2026-04-19,0.06845100753730195,7.946428571428571,10.584692451163345,1.9107142857142858,112
recent_w3,2026-04-06,2026-04-12,0.09414698776400904,10.785714285714286,14.095972069049676,5.678571428571429,112
recent_w4,2026-03-30,2026-04-05,0.08303860890067787,10.0625,12.695963925594622,1.4017857142857142,112
