model,MAE,RMSE,WAPE,SMAPE
calendar,9.779843624012104,12.665951888209543,8.576123441037861,10.784127810354846
calendar_lags_rolling,32.58286334095662,37.80985355283946,28.57250778411479,33.710654215929175
calendar_lags,47.47221330337551,55.10411135793929,41.629250626198385,51.167022681326316
